@id,building,building:levels,area_ground_m2,levels_est,area_total_m2,building_type,Qspec_kWh_m2,heating_kWh_year
way/132805134,apartments,,76.5171807498673,3.0,229.55154224960188,MFH,350,80343.03978736066
way/132805160,apartments,,80.80055781847645,3.0,242.40167345542932,MFH,350,84840.58570940026
way/132805189,apartments,,61.91209500998346,3.0,185.7362850299504,MFH,275,51077.47838323636
way/132805196,apartments,,101.51163704893864,3.0,304.53491114681594,MFH,350,106587.21890138558
way/132805198,apartments,,184.86817798800857,3.0,554.6045339640257,MFH,350,194111.58688740898
way/132805200,house,3.0,69.54893126199366,3.0,208.64679378598095,MFH,275,57377.86829114476
way/135307967,house,4.0,163.08578120924705,4.0,652.3431248369882,MFH,350,228320.09369294587
way/135307979,apartments,4.0,196.21821360869467,4.0,784.8728544347787,MFH,350,274705.4990521725
way/135307989,apartments,8.0,370.7110712221843,8.0,2965.688569777474,MFH,350,1037990.999422116
way/135400527,apartments,4.0,751.8911063688964,4.0,3007.5644254755857,MFH,275,827080.217005786
way/135402771,apartments,,257.2913896785538,3.0,771.8741690356615,MFH,275,212265.3964848069
way/135402773,apartments,,60.3028019718508,3.0,180.9084059155524,MFH,350,63317.94207044334
way/135402774,apartments,,83.47646957480246,3.0,250.42940872440735,MFH,150,37564.4113086611
way/135402776,apartments,,119.53010036422104,3.0,358.59030109266314,MFH,350,125506.6053824321
way/135402777,house,,85.4694053021369,3.0,256.4082159064107,MFH,275,70512.25937426294
way/135402780,apartments,,55.76981134011052,3.0,167.30943402033157,MFH,150,25096.415103049734
way/135402781,apartments,,54.366087391763664,3.0,163.09826217529098,MFH,350,57084.39176135184
way/135402785,apartments,,81.39414463704942,3.0,244.18243391114828,MFH,350,85463.8518689019
way/135402789,apartments,,75.76812953858291,3.0,227.30438861574876,MFH,350,79556.53601551207
way/135402790,apartments,,75.48776162537621,3.0,226.46328487612865,MFH,275,62277.40334093538
way/135402794,apartments,,74.28354173788735,3.0,222.85062521366208,MFH,275,61283.921933757076
way/135402795,apartments,,127.67146937371042,3.0,383.0144081211313,MFH,150,57452.16121816969
way/135402798,apartments,,66.93972259745459,3.0,200.81916779236377,MFH,350,70286.70872732732
way/135402799,apartments,,74.01315928980416,3.0,222.0394778694125,MFH,350,77713.81725429438
way/135402802,apartments,,92.7769198143924,3.0,278.3307594431772,MFH,350,97415.76580511202
way/135402803,apartments,,187.4331147900879,3.0,562.2993443702637,MFH,350,196804.7705295923
way/135402806,apartments,,98.4903557810829,3.0,295.4710673432487,MFH,350,103414.87357013705
way/135402808,apartments,,69.1480309114879,3.0,207.44409273446368,MFH,350,72605.43245706228
way/135402809,apartments,,493.0574294232268,3.0,1479.1722882696804,MFH,350,517710.3008943881
way/135402810,apartments,,67.11236494383367,3.0,201.33709483150105,MFH,350,70467.98319102537
way/135402811,apartments,,80.27696711951812,3.0,240.83090135855437,MFH,275,66228.49787360245
way/135402813,apartments,,154.91035042991126,3.0,464.7310512897338,MFH,275,127801.03910467679
way/135402814,apartments,,93.1642664270635,3.0,279.4927992811905,MFH,350,97822.47974841668
way/135402816,apartments,,80.56787020954627,3.0,241.7036106286388,MFH,350,84596.26372002359
way/135402817,apartments,,80.84129926212627,3.0,242.52389778637885,MFH,350,84883.3642252326
way/135402819,house,,98.85886554955864,3.0,296.57659664867595,MFH,350,103801.80882703658
way/135402820,apartments,,155.96276338055102,3.0,467.8882901416531,MFH,350,163760.9015495786
way/135896070,apartments,,54.28685417673222,3.0,162.86056253019666,MFH,275,44786.65469580408
way/135896087,apartments,,263.1283692189168,3.0,789.3851076567505,MFH,150,118407.76614851257
way/135896094,apartments,,230.43134176431755,3.0,691.2940252929527,MFH,275,190105.856955562
way/135896097,apartments,,37.94304668118858,3.0,113.82914004356572,MFH,350,39840.199015248
way/135896114,apartments,,554.0289636203025,3.0,1662.0868908609075,MFH,150,249313.03362913613
way/135968099,apartments,,187.15537025192103,3.0,561.4661107557631,MFH,350,196513.1387645171
way/135968127,apartments,9.0,1045.999252362808,9.0,9413.993271265272,MFH,275,2588848.14959795
way/136014880,house,,83.58683726951077,3.0,250.7605118085323,MFH,150,37614.07677127985
way/136014885,apartments,,47.93079402330815,3.0,143.79238206992446,MFH,150,21568.857310488667
way/136014898,apartments,,60.68604755088575,3.0,182.05814265265724,MFH,350,63720.349928430034
way/136033476,apartments,,47.34486305035367,3.0,142.034589151061,MFH,350,49712.10620287135
way/136170672,apartments,,50.526043105093606,3.0,151.57812931528082,MFH,350,53052.34526034829
way/136170695,apartments,,63.20874945372519,3.0,189.6262483611756,MFH,150,28443.93725417634
way/136170720,apartments,,95.54015018664114,3.0,286.6204505599234,MFH,275,78820.62390397894
way/136174733,apartments,,53.40569403437408,3.0,160.21708210312224,MFH,350,56075.97873609278
way/136174734,apartments,,60.48334642622865,3.0,181.45003927868595,MFH,350,63507.513747540084
way/136174736,apartments,,93.47038108085306,3.0,280.4111432425592,MFH,150,42061.67148638388
way/136174737,apartments,,124.26197320821832,3.0,372.785919624655,MFH,350,130475.07186862924
way/136174739,apartments,,87.71195157910329,3.0,263.13585473730984,MFH,150,39470.37821059648
way/136174741,apartments,,73.88018107747912,3.0,221.64054323243735,MFH,350,77574.19013135307
way/136174742,apartments,,72.06124679682318,3.0,216.18374039046955,MFH,350,75664.30913666435
way/136174744,apartments,,74.02579390055013,3.0,222.0773817016504,MFH,150,33311.60725524756
way/136174747,apartments,,57.22157093465609,3.0,171.66471280396829,MFH,350,60082.6494813889
way/136174748,apartments,,60.81405663899768,3.0,182.44216991699307,MFH,350,63854.759470947574
way/136174749,apartments,,65.1516429787946,3.0,195.4549289363838,MFH,350,68409.22512773433
way/136174754,apartments,,89.42728152170655,3.0,268.2818445651196,MFH,275,73777.5072554079
way/136174755,apartments,4.0,124.3534504086998,4.0,497.41380163479926,MFH,275,136788.7954495698
way/136174758,apartments,,59.62913532825948,3.0,178.88740598477844,MFH,275,49194.03664581407
way/136174761,apartments,,93.87623088034582,3.0,281.62869264103745,MFH,350,98570.04242436311
way/136174762,apartments,,95.17839293093466,3.0,285.535178792804,MFH,150,42830.2768189206
way/136174763,apartments,,76.29749946119486,3.0,228.89249838358455,MFH,150,34333.874757537684
way/136174764,apartments,,109.5577564674659,3.0,328.6732694023977,MFH,350,115035.64429083919
way/136174765,apartments,,52.76992635436532,3.0,158.30977906309596,MFH,350,55408.42267208359
way/136174768,apartments,,42.743510446377215,3.0,128.23053133913163,MFH,350,44880.68596869607
way/136174769,apartments,,78.81634882836532,3.0,236.44904648509595,MFH,350,82757.16626978359
way/136174773,apartments,,47.32369097080265,3.0,141.97107291240795,MFH,150,21295.660936861193
way/136174775,apartments,,94.70423668715364,3.0,284.1127100614609,MFH,350,99439.44852151132
way/136174778,apartments,,39.68736125352406,3.0,119.06208376057218,MFH,275,32742.07303415735
way/136174785,apartments,,93.26917436343936,3.0,279.80752309031806,MFH,275,76947.06884983747
way/136174787,apartments,,107.12244741037452,3.0,321.3673422311236,MFH,350,112478.56978089326
way/136174788,apartments,,79.75813090651003,3.0,239.2743927195301,MFH,350,83746.03745183554
way/136174789,apartments,,61.167343247685146,3.0,183.50202974305543,MFH,150,27525.304461458316
way/136174795,apartments,,91.48699900044068,3.0,274.460997001322,MFH,350,96061.3489504627
way/136174796,apartments,,45.2788411167044,3.0,135.8365233501132,MFH,350,47542.78317253962
way/136174798,apartments,,156.6272220194905,3.0,469.88166605847147,MFH,350,164458.58312046502
way/136174799,apartments,,80.57355232243071,3.0,241.72065696729211,MFH,350,84602.22993855223
way/136174805,apartments,,91.85158029264974,3.0,275.55474087794926,MFH,275,75777.55374143604
way/136174806,apartments,,42.48881438615594,3.0,127.46644315846784,MFH,275,35053.27186857865
way/136174807,apartments,,80.28973409891681,3.0,240.8692022967504,MFH,275,66239.03063160635
way/136174810,apartments,,128.49931259465546,3.0,385.4979377839664,MFH,350,134924.27822438822
way/136174812,apartments,,45.38652482351636,3.0,136.15957447054907,MFH,275,37443.882979400994
way/136174813,apartments,,76.22783366479332,3.0,228.68350099438,MFH,350,80039.22534803301
way/136174814,apartments,,84.68423863479157,3.0,254.0527159043747,MFH,350,88918.45056653114
way/136174817,apartments,,65.92299373244592,3.0,197.76898119733772,MFH,350,69219.1434190682
way/136386318,apartments,,101.84581146746358,3.0,305.5374344023907,MFH,150,45830.615160358604
way/136386325,apartments,,128.70457082299723,3.0,386.11371246899176,MFH,350,135139.79936414713
way/136386331,apartments,,115.01516009172512,3.0,345.0454802751753,MFH,350,120765.91809631135
way/136386342,apartments,,91.41310209042624,3.0,274.2393062712787,MFH,350,95983.75719494754
way/136387476,apartments,,86.8299485468958,3.0,260.4898456406874,MFH,350,91171.44597424059
way/136387479,apartments,,116.31482518395988,3.0,348.94447555187963,MFH,275,95959.7307767669
way/136387497,apartments,,105.58401010428987,3.0,316.7520303128697,MFH,275,87106.80833603916
way/136397151,apartments,,113.18154601486808,3.0,339.54463804460426,MFH,275,93374.77546226617
way/136397158,apartments,,115.06641720705038,3.0,345.1992516211511,MFH,350,120819.7380674029
way/136397159,apartments,,110.22694317425922,3.0,330.6808295227777,MFH,350,115738.29033297219
way/136637418,apartments,,81.49725294146234,3.0,244.491758824387,MFH,275,67235.23367670643
way/136637420,apartments,4.0,96.26424004987835,4.0,385.0569601995134,MFH,350,134769.93606982968
way/136637421,apartments,3.0,65.66476697962479,3.0,196.99430093887435,MFH,150,29549.14514083115
way/136637432,house,3.0,116.01904147729697,3.0,348.0571244318909,MFH,350,121819.99355116181
way/136637439,apartments,3.0,100.6689596947994,3.0,302.00687908439824,MFH,350,105702.40767953938
way/136637442,apartments,3.0,99.2797257048138,3.0,297.8391771144413,MFH,350,104243.71199005446
way/136637443,apartments,,90.52460725447708,3.0,271.5738217634312,MFH,350,95050.83761720093
way/136637449,apartments,,40.67093293253133,3.0,122.012798797594,MFH,350,42704.4795791579
way/136637457,apartments,,90.80152999783868,3.0,272.404589993516,MFH,350,95341.60649773061
way/136637463,apartments,3.0,111.26907219605404,3.0,333.8072165881621,MFH,275,91796.98456174457
way/136637464,apartments,3.0,116.09865219706604,3.0,348.2959565911981,MFH,350,121903.58480691933
way/136637469,apartments,,108.13344704071066,3.0,324.400341122132,MFH,350,113540.11939274619
way/136637475,apartments,,48.58011571643693,3.0,145.7403471493108,MFH,150,21861.05207239662
way/136637483,apartments,,96.82283977538845,3.0,290.46851932616534,MFH,350,101663.98176415787
way/136637487,apartments,,43.00632746470033,3.0,129.018982394101,MFH,350,45156.64383793534
way/136637491,apartments,6.0,107.55139201969185,6.0,645.3083521181511,MFH,275,177459.79683249156
way/136637492,apartments,,66.17920010643196,3.0,198.5376003192959,MFH,275,54597.84008780638
way/136637497,apartments,,77.03117801255664,3.0,231.0935340376699,MFH,350,80882.73691318448
way/136637498,apartments,,87.91881769396056,3.0,263.75645308188166,MFH,150,39563.46796228225
way/136637501,apartments,,151.07279363665876,3.0,453.2183809099763,MFH,150,67982.75713649644
way/136637509,apartments,4.0,100.91415139943317,4.0,403.6566055977327,MFH,350,141279.81195920645
way/136637511,apartments,,68.80465329754688,3.0,206.41395989264063,MFH,350,72244.88596242422
way/136637516,apartments,,45.423585952345945,3.0,136.27075785703784,MFH,350,47694.765249963246
way/136637517,apartments,,93.10864317566964,3.0,279.3259295270089,MFH,350,97764.07533445311
way/136637520,apartments,3.0,230.7561358296719,3.0,692.2684074890158,MFH,350,242293.94262115553
way/136637521,apartments,,48.0849680901074,3.0,144.2549042703222,MFH,350,50489.216494612774
way/136637522,apartments,,74.61553468347972,3.0,223.8466040504392,MFH,350,78346.31141765372
way/136637532,apartments,,66.98756278733127,3.0,200.9626883619938,MFH,275,55264.739299548295
way/136637534,apartments,3.0,95.58536250738176,3.0,286.7560875221452,MFH,350,100364.63063275082
way/136637538,apartments,,116.80199924728814,3.0,350.40599774186444,MFH,275,96361.64937901273
way/136637541,apartments,3.0,94.97647941970962,3.0,284.92943825912886,MFH,275,78355.59552126043
way/136637543,apartments,3.0,107.71206596503556,3.0,323.13619789510665,MFH,350,113097.66926328733
way/136637547,apartments,,80.88708003471305,3.0,242.66124010413915,MFH,350,84931.4340364487
way/136637550,apartments,3.0,194.9991244084942,3.0,584.9973732254825,MFH,275,160874.2776370077
way/136637551,apartments,3.0,89.87176302211905,3.0,269.61528906635715,MFH,350,94365.351173225
way/136653311,apartments,,133.91663329866438,3.0,401.7498998959932,MFH,350,140612.46496359762
way/136653313,apartments,,78.00714222476918,3.0,234.02142667430755,MFH,350,81907.49933600765
way/136653315,apartments,,122.90906504728686,3.0,368.7271951418606,MFH,350,129054.5182996512
way/136653317,apartments,4.0,77.71785655890791,4.0,310.87142623563165,MFH,275,85489.6422147987
way/136653324,apartments,,140.83509071296004,3.0,422.5052721388801,MFH,350,147876.84524860804
way/136653332,apartments,3.0,68.07469098598588,3.0,204.22407295795765,MFH,350,71478.42553528518
way/136653337,apartments,,116.95548433582748,3.0,350.86645300748245,MFH,350,122803.25855261886
way/136653343,house,,61.13139606794032,3.0,183.39418820382096,MFH,350,64187.965871337336
way/136653345,apartments,,89.22317740392455,3.0,267.6695322117737,MFH,350,93684.3362741208
way/136653346,house,3.0,67.30476437326217,3.0,201.9142931197865,MFH,350,70670.00259192527
way/136653355,apartments,,196.5946490394777,3.0,589.7839471184332,MFH,275,162190.58545756913
way/136653367,apartments,,113.818889603195,3.0,341.45666880958504,MFH,275,93900.58392263588
way/136653374,apartments,,77.89035477000188,3.0,233.67106431000565,MFH,350,81784.87250850198
way/136653424,apartments,,70.36512353621997,3.0,211.0953706086599,MFH,350,73883.37971303097
way/136653426,apartments,,125.86593361493136,3.0,377.5978008447941,MFH,350,132159.23029567793
way/136653431,apartments,,157.55750149396428,3.0,472.6725044818928,MFH,275,129984.93873252052
way/136653437,apartments,,158.77951271089677,3.0,476.3385381326903,MFH,350,166718.48834644162
way/136785320,apartments,5.0,143.19822060750343,5.0,715.9911030375172,MFH,275,196897.55333531724
way/136785328,apartments,,76.19059686210787,3.0,228.5717905863236,MFH,275,62857.24241123899
way/136785346,apartments,,93.93658555687074,3.0,281.8097566706122,MFH,350,98633.41483471428
way/136785347,apartments,4.0,52.09035261360757,4.0,208.36141045443023,MFH,350,72926.49365905058
way/136785356,apartments,,128.04263576352133,3.0,384.127907290564,MFH,275,105635.1745049051
way/136785357,apartments,,80.46425998107196,3.0,241.39277994321588,MFH,350,84487.47298012556
way/136785363,apartments,,75.78916185115781,3.0,227.36748555347344,MFH,350,79578.6199437157
way/136785368,apartments,,126.30327469251202,3.0,378.9098240775361,MFH,350,132618.43842713762
way/136785376,apartments,3.0,134.59164408141393,3.0,403.77493224424177,MFH,350,141321.22628548462
way/136785381,apartments,3.0,62.71391312176592,3.0,188.14173936529772,MFH,275,51738.978325456876
way/136785389,apartments,,155.20228296952706,3.0,465.6068489085812,MFH,350,162962.39711800343
way/136785391,apartments,,66.83759718253893,3.0,200.5127915476168,MFH,275,55141.01767559462
way/136785413,apartments,,119.8517946338068,3.0,359.55538390142044,MFH,350,125844.38436549716
way/136785420,apartments,,111.35426848198576,3.0,334.0628054459573,MFH,350,116921.98190608504
way/136785421,apartments,4.0,153.35238118209622,4.0,613.4095247283849,MFH,150,92011.42870925773
way/136785423,apartments,3.0,63.91294801900657,3.0,191.7388440570197,MFH,275,52728.182115680414
way/136785426,apartments,,104.9887675090693,3.0,314.9663025272079,MFH,150,47244.94537908119
way/136785427,apartments,5.0,153.75749943267272,5.0,768.7874971633636,MFH,350,269075.62400717725
way/136785434,apartments,,90.80233835186816,3.0,272.4070150556045,MFH,350,95342.45526946158
way/136785436,apartments,4.0,56.75393882885998,4.0,227.01575531543992,MFH,350,79455.51436040398
way/136785443,apartments,,85.43292404395328,3.0,256.29877213185983,MFH,350,89704.57024615094
way/136936384,apartments,,45.47593290855686,3.0,136.42779872567058,MFH,350,47749.729553984704
way/136936388,residential,,44.735764724070144,3.0,134.20729417221042,MFH,150,20131.094125831565
way/136936390,apartments,,100.49485824060028,3.0,301.4845747218008,MFH,350,105519.60115263029
way/136936395,apartments,,85.86477984181317,3.0,257.5943395254395,MFH,350,90158.01883390383
way/136936397,apartments,,53.86640624955573,3.0,161.5992187486672,MFH,350,56559.72656203352
way/136936411,apartments,,49.90478993037392,3.0,149.71436979112178,MFH,350,52400.02942689262
way/136936420,apartments,,48.67422632096896,3.0,146.0226789629069,MFH,150,21903.401844436034
way/136936422,apartments,,80.51815087765725,3.0,241.55445263297173,MFH,150,36233.16789494576
way/136936435,house,,115.6861480331589,3.0,347.0584440994767,MFH,150,52058.7666149215
way/136936440,house,,110.08686972801176,3.0,330.2606091840353,MFH,350,115591.21321441235
way/136936455,apartments,,46.88316252030854,3.0,140.64948756092562,MFH,150,21097.423134138844
way/136936459,apartments,,52.106872418088926,3.0,156.32061725426678,MFH,150,23448.092588140018
way/136936466,apartments,,46.72897212176424,3.0,140.18691636529277,MFH,350,49065.42072785247
way/136936474,apartments,,150.30063487664611,3.0,450.9019046299384,MFH,350,157815.66662047844
way/136936479,apartments,,113.81191395132568,3.0,341.4357418539771,MFH,350,119502.50964889198
way/136936480,apartments,,83.47827479445158,3.0,250.43482438335477,MFH,350,87652.18853417417
way/136936484,apartments,,97.52871645105672,3.0,292.5861493531702,MFH,350,102405.15227360956
way/136936496,apartments,,61.293910538736704,3.0,183.8817316162101,MFH,350,64358.60606567353
way/136936500,apartments,,80.33111466454815,3.0,240.9933439936445,MFH,350,84347.67039777557
way/136936511,house,,109.85138288309334,3.0,329.55414864928,MFH,150,49433.122297392
way/136936521,apartments,,141.5704480838115,3.0,424.7113442514345,MFH,275,116795.6196691445
way/136936524,apartments,,91.84524417369268,3.0,275.5357325210781,MFH,350,96437.50638237734
way/136981403,apartments,,131.18325712955183,3.0,393.5497713886555,MFH,350,137742.41998602942
way/136981426,apartments,,68.68409498634111,3.0,206.05228495902327,MFH,275,56664.3783637314
way/136981428,apartments,,62.81650799821559,3.0,188.4495239946468,MFH,150,28267.42859919702
way/137041150,apartments,,68.20040188567197,3.0,204.6012056570159,MFH,275,56265.331555679375
way/137046393,apartments,3.0,73.43211751482983,3.0,220.29635254448948,MFH,350,77103.72339057132
way/137118876,apartments,,1035.1321499443025,3.0,3105.396449832908,MFH,350,1086888.7574415177
way/137118885,house,,83.4366759990071,3.0,250.31002799702128,MFH,350,87608.50979895744
way/137118888,house,,61.848698022152725,3.0,185.54609406645815,MFH,350,64941.13292326035
way/137118891,house,,108.8174366327872,3.0,326.4523098983616,MFH,350,114258.30846442656
way/137118894,house,,99.61522873759472,3.0,298.8456862127842,MFH,350,104595.99017447447
way/137118896,house,,83.2709194250736,3.0,249.8127582752208,MFH,350,87434.46539632729
way/137118897,house,,67.29394976524233,3.0,201.881849295727,MFH,350,70658.64725350444
way/137118899,apartments,,100.336322178062,3.0,301.008966534186,MFH,150,45151.344980127906
way/137118900,house,,159.19270125125038,3.0,477.5781037537512,MFH,150,71636.71556306268
way/137118901,house,,116.72974443457603,3.0,350.1892333037281,MFH,150,52528.384995559216
way/137118905,house,,124.87248913532568,3.0,374.617467405977,MFH,350,131116.11359209195
way/137118908,house,,87.0283049028871,3.0,261.0849147086613,MFH,350,91379.72014803145
way/137118912,house,,54.63274308199137,3.0,163.8982292459741,MFH,275,45072.01304264288
way/137118917,house,,62.786796224653045,3.0,188.36038867395916,MFH,350,65926.1360358857
way/137118918,apartments,,55.1451492967611,3.0,165.43544789028329,MFH,350,57902.40676159915
way/137190466,apartments,,85.97762916019231,3.0,257.93288748057694,MFH,150,38689.93312208654
way/137190470,apartments,3.0,73.03297323449954,3.0,219.0989197034986,MFH,275,60252.20291846212
way/137190472,apartments,,100.06574081034552,3.0,300.1972224310366,MFH,350,105069.02785086281
way/137190474,apartments,3.0,108.30004036832366,3.0,324.900121104971,MFH,350,113715.04238673985
way/137190478,apartments,,191.51694423486265,3.0,574.550832704588,MFH,350,201092.79144660578
way/137190481,apartments,3.0,68.6054137626235,3.0,205.8162412878705,MFH,150,30872.436193180576
way/137190483,apartments,,68.78491769280171,3.0,206.35475307840517,MFH,350,72224.16357744181
way/137190484,apartments,3.0,99.91131886263425,3.0,299.7339565879027,MFH,350,104906.88480576595
way/137190488,apartments,3.0,84.11715663930724,3.0,252.3514699179217,MFH,150,37852.72048768825
way/137241349,apartments,,351.4378083223195,3.0,1054.3134249669583,MFH,350,369009.6987384354
way/137333499,apartments,,52.645673972421584,3.0,157.93702191726476,MFH,350,55277.95767104266
way/137333507,apartments,,68.57445425528184,3.0,205.7233627658455,MFH,350,72003.17696804593
way/137333516,apartments,,101.3331937515644,3.0,303.9995812546932,MFH,350,106399.85343914262
way/137333519,apartments,,78.32542101187373,3.0,234.9762630356212,MFH,350,82241.69206246742
way/137333523,apartments,,89.75303033728802,3.0,269.2590910118641,MFH,275,74046.25002826263
way/137333543,apartments,,89.69808834746713,3.0,269.0942650424014,MFH,350,94182.99276484048
way/137333545,apartments,,79.61074009146903,3.0,238.83222027440704,MFH,350,83591.27709604247
way/137422884,apartments,4.0,78.51236377964293,4.0,314.0494551185717,MFH,275,86363.60015760722
way/137422907,apartments,3.0,143.4744242971158,3.0,430.4232728913474,MFH,275,118366.40004512054
way/137422955,apartments,4.0,94.89488792816992,4.0,379.5795517126797,MFH,350,132852.8430994379
way/137453767,apartments,,69.9986400197315,3.0,209.99592005919448,MFH,350,73498.57202071807
way/137453782,apartments,,66.55263190128613,3.0,199.6578957038584,MFH,275,54905.92131856106
way/137453796,apartments,3.0,89.7317805718101,3.0,269.19534171543035,MFH,275,74028.71897174335
way/137453798,apartments,,76.60323398487303,3.0,229.80970195461907,MFH,350,80433.39568411668
way/137470111,apartments,,220.79039842129575,3.0,662.3711952638873,MFH,275,182152.07869756903
way/137470159,apartments,5.0,172.44355966436837,5.0,862.2177983218419,MFH,275,237109.89453850652
way/137474156,apartments,,106.15885196868524,3.0,318.4765559060557,MFH,350,111466.79456711949
way/137501721,house,,195.04686886813676,3.0,585.1406066044102,MFH,150,87771.09099066153
way/137502544,house,3.0,252.810740750386,3.0,758.432222251158,MFH,150,113764.8333376737
way/137684290,apartments,,128.94111122787453,3.0,386.8233336836236,MFH,275,106376.4167629965
way/137684296,apartments,,105.17629026510852,3.0,315.5288707953256,MFH,350,110435.10477836395
way/137684302,apartments,,99.91191370593803,3.0,299.73574111781414,MFH,350,104907.50939123495
way/137684348,apartments,,115.20408452356118,3.0,345.61225357068355,MFH,150,51841.83803560253
way/137684365,apartments,,46.64805297555813,3.0,139.9441589266744,MFH,350,48980.455624336035
way/137684385,apartments,,343.4055837133625,3.0,1030.2167511400876,MFH,275,283309.6065635241
way/137816103,house,,85.15556193301674,3.0,255.46668579905025,MFH,350,89413.34002966758
way/137932679,apartments,,72.71919224848519,3.0,218.1575767454556,MFH,275,59993.33360500029
way/137932722,apartments,,73.98192022745786,3.0,221.9457606823736,MFH,350,77681.01623883075
way/137932730,residential,,84.00253599960391,3.0,252.0076079988117,MFH,275,69302.09219967322
way/137932734,apartments,,67.81988273535767,3.0,203.45964820607296,MFH,275,55951.40325667006
way/137933950,apartments,,78.979617540879,3.0,236.938852622637,MFH,350,82928.59841792296
way/137944896,apartments,,74.9582092793872,3.0,224.8746278381616,MFH,275,61840.52265549444
way/137944915,apartments,,81.52191796416902,3.0,244.56575389250708,MFH,150,36684.86308387606
way/137944917,apartments,,45.17066596767285,3.0,135.51199790301857,MFH,150,20326.799685452785
way/137944927,house,,47.34121774636488,3.0,142.02365323909464,MFH,275,39056.50464075102
way/138098464,apartments,3.0,66.42861087133016,3.0,199.2858326139905,MFH,275,54803.60396884738
way/138098470,apartments,,51.44985636456786,3.0,154.3495690937036,MFH,350,54022.34918279626
way/138098485,apartments,,79.46372291552431,3.0,238.39116874657293,MFH,275,65557.57140530755
way/138098496,apartments,,76.06633662545232,3.0,228.19900987635697,MFH,350,79869.65345672493
way/138098504,apartments,,82.63379287119234,3.0,247.90137861357704,MFH,350,86765.48251475196
way/138098517,apartments,,95.96253843095424,3.0,287.88761529286273,MFH,350,100760.66535250195
way/138182231,apartments,,94.34128004492716,3.0,283.02384013478144,MFH,350,99058.34404717351
way/138207050,apartments,,184.56249111311047,3.0,553.6874733393314,MFH,350,193790.615668766
way/138712324,apartments,,186.33552512439596,3.0,559.0065753731878,MFH,275,153726.80822762667
way/138712335,apartments,,85.26905015500462,3.0,255.80715046501388,MFH,150,38371.07256975208
way/138712356,apartments,,206.6677161364368,3.0,620.0031484093104,MFH,350,217001.10194325863
way/138717613,apartments,,149.75252094392113,3.0,449.2575628317634,MFH,350,157240.1469911172
way/138717620,apartments,,136.10828164864205,3.0,408.32484494592615,MFH,350,142913.69573107414
way/138915186,apartments,,65.51192876052383,3.0,196.5357862815715,MFH,350,68787.52519855002
way/138915188,apartments,,37.74843213894178,3.0,113.24529641682534,MFH,275,31142.456514626967
way/138915189,apartments,,77.89165636536576,3.0,233.6749690960973,MFH,350,81786.23918363405
way/138915195,apartments,,74.58234176577152,3.0,223.74702529731456,MFH,350,78311.4588540601
way/138915196,apartments,,76.96956189752572,3.0,230.9086856925772,MFH,350,80818.03999240202
way/138915199,apartments,,75.42600336509514,3.0,226.27801009528545,MFH,350,79197.30353334991
way/138915201,apartments,,83.49038400987865,3.0,250.471152029636,MFH,350,87664.90321037259
way/138915203,apartments,5.0,45.74471583789816,5.0,228.7235791894908,MFH,275,62898.98427710997
way/138915205,apartments,,106.29402586703276,3.0,318.8820776010983,MFH,275,87692.57134030202
way/138915208,apartments,,88.5712162864097,3.0,265.71364885922907,MFH,350,92999.77710073018
way/138915218,apartments,,41.062604458283054,3.0,123.18781337484916,MFH,275,33876.64867808352
way/138915229,apartments,,71.2647014059691,3.0,213.7941042179073,MFH,275,58793.37865992451
way/138915231,apartments,,160.75042665772438,3.0,482.2512799731732,MFH,350,168787.9479906106
way/138915242,apartments,3.0,73.94010056348351,3.0,221.82030169045052,MFH,150,33273.04525356758
way/138916574,apartments,,129.8861733461432,3.0,389.6585200384296,MFH,350,136380.48201345035
way/138916613,house,,51.64152949539981,3.0,154.9245884861994,MFH,275,42604.26183370484
way/138916614,apartments,,77.93223540472465,3.0,233.79670621417395,MFH,350,81828.84717496089
way/138916621,apartments,,78.57749827031097,3.0,235.7324948109329,MFH,150,35359.87422163993
way/138916623,apartments,,72.01517836161673,3.0,216.0455350848502,MFH,275,59412.5221483338
way/138917462,apartments,,71.22655081287238,3.0,213.67965243861715,MFH,350,74787.878353516
way/138925780,apartments,,100.2695375928832,3.0,300.8086127786496,MFH,350,105283.01447252736
way/138925787,apartments,,57.23174467175447,3.0,171.6952340152634,MFH,350,60093.33190534219
way/138925788,apartments,,52.753135173381146,3.0,158.25940552014345,MFH,275,43521.33651803945
way/138925790,apartments,,65.1970589892873,3.0,195.59117696786188,MFH,350,68456.91193875165
way/138925793,apartments,,72.80745304179914,3.0,218.4223591253974,MFH,275,60066.148759484284
way/138925798,apartments,,92.02200408830174,3.0,276.0660122649052,MFH,275,75918.15337284893
way/138925799,apartments,,112.85409685133511,3.0,338.56229055400536,MFH,275,93104.62990235147
way/138925801,apartments,,69.96501179490097,3.0,209.8950353847029,MFH,275,57721.1347307933
way/138925807,apartments,,74.21677484413888,3.0,222.65032453241665,MFH,350,77927.61358634583
way/138925812,apartments,,71.7571052031405,3.0,215.2713156094215,MFH,350,75344.96046329752
way/138925813,apartments,,83.54126400937182,3.0,250.62379202811545,MFH,150,37593.56880421731
way/138925815,apartments,,160.27355144036122,3.0,480.8206543210837,MFH,150,72123.09814816255
way/138925822,apartments,,86.78225935591824,3.0,260.3467780677547,MFH,350,91121.37232371415
way/138925824,apartments,,80.96190200363975,3.0,242.88570601091925,MFH,275,66793.5691530028
